images/IMG_4136.JPG	1	284 96 276 367	
images/IMG_4137.JPG	1	243 53 348 479
images/IMG_4138.JPG	1	223 72 347 569
images/IMG_4139.JPG	1	208 54 344 437
images/IMG_4140.JPG	1	434 237 247 415
images/IMG_4141.JPG	1	382 266 257 316
images/IMG_4142.JPG	1	317 88 231 391
images/IMG_4143.JPG	1	335 181 133 198
images/IMG_4144.JPG	1   323 156 161 252   
images/IMG_4145.JPG	1   300 144 221 326
images/IMG_4146.JPG	1   391 247 92 139
images/IMG_4147.JPG	1   360 217 117 178
images/IMG_4152.JPG	1   343 235 114 167
images/IMG_4153.JPG	1 	341 241 132 190
